source_path,prepared_path,caption_path,caption,training_caption
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/ford_mustang_2026.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_024.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_024.txt,"Red 2026 Ford Mustang EcoBoost Fastback, front three-quarter view, two-door sports coupe with black grille, chrome Mustang horse emblem, slim LED headlights, tinted windows, and silver alloy wheels, isolated on a transparent background.","Automotive visual reference, Mustang, Red 2026 Ford Mustang EcoBoost Fastback, front three-quarter view, two-door sports coupe with black grille, chrome Mustang horse emblem, slim LED headlights, tinted windows, and silver alloy wheels, isolated on a transparent background, clean vehicle-focused commercial composition, high quality marketing asset"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/logo_ford_v1.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_025.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_025.txt,"Blue Ford oval logo with white Ford script, light blue inner border, white outer border, and transparent background.","Automotive brand logo reference, Blue Ford oval logo with white Ford script, light blue inner border, white outer border, and transparent background, centered emblem design, clean isolated composition, high contrast commercial branding asset"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/logo_toyota_v1.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_026.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_026.txt,"Silver Toyota emblem, metallic finish, centered on a light gray background.","Automotive brand logo reference, Silver Toyota emblem, metallic finish, centered on a light gray background, centered emblem design, clean isolated composition, high contrast commercial branding asset"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/logo_toyota_v2.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_027.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_027.txt,"Silver Toyota emblem above red TOYOTA wordmark, centered on a transparent checkerboard background.","Automotive brand logo reference, Silver Toyota emblem above red TOYOTA wordmark, centered on a transparent checkerboard background, centered emblem design, clean isolated composition, high contrast commercial branding asset"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/logo_mustang_v1.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_028.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_028.txt,"Chrome Ford Mustang running horse emblem, side view, metallic finish, isolated on a black background.","Automotive brand logo reference, Chrome Ford Mustang running horse emblem, side view, metallic finish, isolated on a black background, centered emblem design, clean isolated composition, high contrast commercial branding asset"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/ford_mustang_2026_v2.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_029.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_029.txt,"Red 2026 Ford Mustang EcoBoost Fastback parked on a racetrack, front three-quarter view, black grille with chrome Mustang horse emblem, silver alloy wheels, dark tinted windows, asphalt track with tire marks, dry mountains, and clear sky in the background.","Automotive visual reference, Mustang, Red 2026 Ford Mustang EcoBoost Fastback parked on a racetrack, front three-quarter view, black grille with chrome Mustang horse emblem, silver alloy wheels, dark tinted windows, asphalt track with tire marks, dry mountains, and clear sky in the background, clean vehicle-focused commercial composition, high quality marketing asset"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/24. autoespar_toyota_hilux_outlet_2025.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_030.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_030.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Hilux 2025. Aerial view of a city with a large billboard advertising a Toyota Hilux truck. engine or powertrain: 4X4 D/C. transmission: Automático A/T SRV. dealer: Autoespar S.A.. campaign: Outlet 0KM - Últimas Unidades 2025. warranty message: Hasta 10 años o 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Campaña disponible hasta agotar stock. - Autoespar S.A.. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Hilux, Aerial view of a city with a large billboard advertising a Toyota Hilux truck, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/25. autoespar_toyota_corolla_cross_outlet_2026.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_031.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_031.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Corolla Cross Híbrido Eléctrico 2026. A banner for the Toyota Corolla Cross hybrid electric vehicle, featuring a man standing next to the car in front of a modern building. engine or powertrain: 1.8 Híbrido. transmission: Automático. dealer: Autoespar S.A.. campaign: Outlet 0KM - Últimas Unidades 2025. warranty message: Hasta 10 años o 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Campaña disponible hasta agotar stock. - Autoespar S.A.. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Corolla Cross, A banner for the Toyota Corolla Cross hybrid electric vehicle, featuring a man standing next to the car in front of a modern building, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/26. autoespar_corolla_Cross_Yaris_Cross.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_032.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_032.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Corolla, Corolla Cross, Yaris Cross. A banner for a hybrid car event with a blue and white color scheme, featuring three Toyota vehicles and a cityscape background. dealer: Autoespar S.A.. campaign: SÁBADO DE HÍBRIDOS - CAFÉ, MITOS Y AHORROS. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Tasa referencial. campaign details: Evento el Sábado 18 de Abril de 09:00 AM a 2:00 PM en Sede Fiori (Av. Alfredo Mendiola 1635). Incluye tasación gratuita, regalos y sorpresas, coffee break y demostración de tecnología auto-recargable. Exclusiva ECO TASA MAF 7.49%.. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Corolla Cross, Yaris Cross, Yaris, A banner for a hybrid car event with a blue and white color scheme, featuring three Toyota vehicles and a cityscape background, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/27. autoespar_toyota_yaris_ya_cuota_639.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_033.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_033.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Yaris. A red Toyota Yaris car is displayed in a promotional image for a financing offer, with a woman standing next to it. The text indicates a monthly payment starting from 639 pesos and mentions a special deal for used cars. The image is a banner-style advertisement with a clear focus on the vehicle and the financing offer. dealer: Autoespar S.A.. campaign: TOYOTA ¡YA!. warranty message: Hasta 10 años o 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 30 de Abril del 2026.. campaign details: Cuota mensual desde S/ 639, Te damos el mejor precio por tu auto usado (en parte de pago), Financiamiento MAF, Toyota Life. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Yaris, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/28. autoespar_toyota_corolla_cross_ya_cuota_889.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_034.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_034.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Corolla Cross. A red Toyota Corolla Cross is advertised in a promotional image with a man and a woman standing next to it. The text reads ""TOYOTA ¡YA!"" and offers a monthly payment starting from 889 pesos. The background shows a modern urban setting with a building and trees. The image is a social media ad with a focus on the vehicle and the offer. dealer: Autoespar S.A.. campaign: TOYOTA ¡YA!. warranty message: Hasta 10 años o 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 30 de Abril del 2026.. campaign details: Cuota mensual desde S/ 889, Te damos el mejor precio por tu auto usado (en parte de pago), Financiamiento MAF, Toyota Life. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Corolla Cross, A red Toyota Corolla Cross is advertised in a promotional image with a man and a woman standing next to it, The background shows a modern urban setting with a building and trees, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/29. autoespar_toyota_avanza_ya_cuota_629.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_035.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_035.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Avanza. A family is standing next to a silver Toyota Avanza car with the words ""Toyota Ya!"" in the background. dealer: Autoespar S.A.. campaign: TOYOTA ¡YA!. warranty message: Hasta 10 años o 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 30 de Abril del 2026.. campaign details: Cuota mensual desde S/ 629, Te damos el mejor precio por tu auto usado (en parte de pago), Financiamiento MAF, Toyota Life. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Avanza, A family is standing next to a silver Toyota Avanza car with graphic headline blocks, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/30. autoespar_toyota_agya_ya_cuota_459.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_036.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_036.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Agya. A vibrant orange Toyota Agya car advertisement with a man standing beside it, promoting a monthly payment starting from 459 pesos. The image features a clean, urban background with a clear sky, and includes various promotional text and logos. dealer: Autoespar S.A.. campaign: TOYOTA ¡YA!. warranty message: Hasta 10 años o 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 30 de Abril del 2026.. campaign details: Cuota mensual desde S/ 459, Te damos el mejor precio por tu auto usado (en parte de pago), Financiamiento MAF, Toyota Life. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Agya, The image features a clean, urban background with a clear sky, and includes various promotional text and logos, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/31. autoespar_toyota_toyotaaazo_rush_taxi.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_037.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_037.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Rush. A yellow and black poster for Toyota with a man standing next to a car. dealer: Autoespar S.A.. campaign: YA TERMINA EL TOYOTAAAZO - Emprende con un Carrazo. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuotas mensuales solo aplica con financiamiento MAF, bajo: CI 35% - Plazo 60M - TEA 27.99% - Seguro pérdida Total y GPS Básico - Seguro desgravamen - Sin periodo de gracia. Vigencia del 01 al 31 de Marzo del 2026 - Autoespar S.A.. campaign details: Como si pagaras desde S/ 62 diarios, opciones GNV y GLP, tu auto en parte de pago mejor valorizado, financiamiento MAF, Toyota Life. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Rush, A yellow and black poster for Toyota with a man standing next to a car, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/32. autoespar_toyota_toyotaaazo_corolla_cross_hibrido.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_038.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_038.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Corolla Cross Híbrido Eléctrico. Promotional banner for a Toyota Corolla Cross Hybrid Electric vehicle, highlighting a 7.49% eco-friendly interest rate and a starting monthly payment of $819. dealer: Autoespar S.A.. campaign: YA TERMINA EL TOYOTAAAZO - HÍBRIDO AUTO-RECARGABLE. warranty message: Hasta 10 años o 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. TEA referencial: 7.49%, TCEA referencial: 10.17%. Campaña disponible del 1 al 31 de MARZO del 2026.. campaign details: Cuota mensual desde S/ 819, ECO TASA 7.49% Tasa Preferencial, Tu auto en parte de pago mejor valorizado, Financiamiento MAF, Toyota Life. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Corolla Cross, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/33. autoespar_toyota_toyotaaazo_raize_cuota_519.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_039.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_039.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Raize. A beach-themed advertisement for Toyota vehicles, featuring a silver Toyota RAIZE SUV. The image includes promotional text stating ""Ya termina el Toyotaaaazo"" and ""Tu Toyota listo para usar,"" along with a monthly payment offer starting from 519 soles. The background shows a beach scene with people and a sunset. The layout is a mix of text and imagery, with a focus on the car and the promotional message. dealer: Autoespar S.A.. campaign: YA TERMINA EL TOYOTAAAZO - TU TOYOTA LISTO PARA USAR. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 31 de Marzo del 2026.. campaign details: Cuota mensual desde S/ 519. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Raize, A beach-themed advertisement for Toyota vehicles, featuring a silver Toyota RAIZE SUV, The background shows a beach scene with people and a sunset, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/34. autoespar_toyota_toyotaaazo_avanza_taxi.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_040.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_040.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Avanza. A vibrant yellow and black advertisement for Toyota vehicles, featuring a man standing next to a green Toyota Avanza taxi. The ad promotes a special offer, stating ""Ya termina el Toyota Aazo"" and ""Emprende con un Carnazo,"" with a highlighted price starting from 60 per day. The Toyota logo and the phrase ""Tu auto en parte de pago mejor valorizado"" are also visible. The layout includes a mix of bold text, icons, and a clear call to action. dealer: Autoespar S.A.. campaign: YA TERMINA EL TOYOTAAAZO - Emprende con un Carrazo. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuotas mensuales solo aplica con financiamiento MAF, bajo: CI 25% - Plazo 60M - TEA 27.99% - Seguro pérdida Total y GPS Básico - Seguro desgravamen - Sin periodo de gracia. Vigencia del 01 al 31 de Marzo del 2026 - Autoespar S.A.. campaign details: Como si pagaras desde S/ 60 diarios, opciones GNV y GLP, tu auto en parte de pago mejor valorizado, financiamiento MAF, Toyota Life. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Avanza, A vibrant yellow and black advertisement for Toyota vehicles, featuring a man standing next to a green Toyota Avanza taxi, The ad promotes a special offer, stating and with a highlighted price starting from 60 per day, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/35. autoespar_toyota_toyotaaazo_avanza_cuota_629.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_041.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_041.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Avanza. A beach scene with a Toyota Avanza car and a promotional banner for a monthly payment starting from 629 pesos. dealer: Autoespar S.A.. campaign: YA TERMINA EL TOYOTAAAZO - TU TOYOTA LISTO PARA USAR. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 31 de Marzo del 2026.. campaign details: Cuota mensual desde S/ 629. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Avanza, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/36. autoespar_toyota_toyotaaazo_agya_cuota_449.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_042.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_042.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Agya. A beach-themed advertisement for Toyota, promoting the end of a promotional period with a new model, the Agya, available for monthly payments starting from 449. dealer: Autoespar S.A.. campaign: YA TERMINA EL TOYOTAAAZO - TU TOYOTA LISTO PARA USAR. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 31 de Marzo del 2026.. campaign details: Cuota mensual desde S/ 449. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Agya, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/37. autoespar_toyota_toyotaaazo_yaris_cross_cuota_739.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_043.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_043.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Yaris Cross. A banner advertisement for Toyota vehicles, featuring a silver Toyota Cross SUV, a man and a woman, and a promotional offer of a monthly payment starting from 739. dealer: Autoespar S.A.. campaign: CONTINÚA EL TOYOTAAAZO - TU TOYOTA LISTO PARA USAR. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 28 de Febrero del 2026.. campaign details: Cuota mensual desde S/ 739. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Yaris Cross, Yaris, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/38. autoespar_toyota_toyotaaazo_rush_cuota_749.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_044.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_044.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Rush. A red Toyota SUV is shown with a family in the background and the words ""TOYOTAAAZO"" and ""TU TOYOTA LISTO PARA USAR"" on the top. dealer: Autoespar S.A.. campaign: CONTINÚA EL TOYOTAAAZO - TU TOYOTA LISTO PARA USAR. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 28 de Febrero del 2026.. campaign details: Cuota mensual desde S/ 749. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Rush, A red Toyota SUV is shown with a family in the background and the words and on the top, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/39. autoespar_toyota_toyotaaazo_avanza_familia_cuota_629.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_045.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_045.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Avanza. A poster for Toyota with a family and a car. dealer: Autoespar S.A.. campaign: CONTINÚA EL TOYOTAAAZO - TU TOYOTA LISTO PARA USAR. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 28 de Febrero del 2026.. campaign details: Cuota mensual desde S/ 629. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Avanza, A poster for Toyota with a family and a car, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/40. autoespar_toyota_toyotaaazo_raize_continua_cuota_519.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_046.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_046.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Raize. Promotional banner for Toyota RAIZE with a monthly payment starting from S/ 519, featuring a woman next to the car in a coastal setting. dealer: Autoespar S.A.. campaign: CONTINÚA EL TOYOTAAAZO - TU TOYOTA LISTO PARA USAR. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 28 de Febrero del 2026.. campaign details: Cuota mensual desde S/ 519. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Raize, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/41. autoespar_toyota_toyotaaazo_agya_continua_cuota_449.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_047.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_047.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Agya. A vibrant banner advertisement for Toyota, featuring an orange Toyota Agya car and a woman, promoting a monthly payment starting from 449 soles. dealer: Autoespar S.A.. campaign: CONTINÚA EL TOYOTAAAZO - TU TOYOTA LISTO PARA USAR. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 28 de Febrero del 2026.. campaign details: Cuota mensual desde S/ 449. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Agya, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/42. autoespar_toyota_toyotaaazo_parquecanete.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_048.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_048.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Raize, Corolla Cross Híbrido Eléctrico. Toyota Aazo Launch Event at Parque Cañete: Find Your Perfect Toyota from January 24-25. dealer: Autoespar S.A.. campaign: EMPEZÓ EL TOYOTAAAZO - EMPIEZA EL AÑO CON UN CARRAAAZO. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. campaign details: Encuentra el Toyota ideal para ti desde el Sábado 24 al 25 de Enero en ParqueCañete. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Toyota vehicle, Toyota Aazo Launch Event at Parque Cañete: Find Your Perfect Toyota from January 24-25, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
